Gene_Name	nextprot_accession	primary_isoform	Ensembl_Accession	RefSeq_Accession	Uniprot_Accession	Chromosome	Start	End	n_neXtProt_entry	Protein_existence	PeptideAtlas_Category	nobs	Description	accession
BDG3	AT4G24140.1	AT4G24140.1		NP_194145.1	O22977	4	12530032	12533664	1		canonical	6	 alpha/beta-Hydrolases superfamily protein 	AT4G24140.1
B3H6P5	AT5G42053.1	AT5G42053.1		NP_001119357.1	B3H6P5	5	16817708	16817872	1		not observed		 hypothetical protein 	AT5G42053.1
Q1G3B9	AT2G31335.1	AT2G31335.1		NP_001077987.1	Q1G3B9	2	13360985	13361167	1		not observed		 hypothetical protein 	AT2G31335.1
F4IZ65	AT3G43610.1	AT3G43610.1		NP_189947.2	F4IZ65	3	15517772	15523927	1		canonical	39	 Spc97 / Spc98 family of spindle pole body (SBP) component 	AT3G43610.1
IAA32	AT2G01200.1	AT2G01200.1		NP_001318172.1	Q8RYC6	2	118385	119219	1		not observed		 indole-3-acetic acid inducible 32 	AT2G01200.1
EPFL7	AT1G71866.1	AT1G71866.1		NP_001185375.1	C4B8C5	1	27030682	27031200	1		not observed		 EPIDERMAL PATTERNING FACTOR-like protein 	AT1G71866.1
FBK37	AT2G29780.1	AT2G29780.1		NP_180539.1	O82378	2	12718132	12719328	1		indistinguishable to AT1G19460.1	1	 Galactose oxidase/kelch repeat superfamily protein 	AT2G29780.1
CML35	AT2G41410.1	AT2G41410.1		NP_181672.1	P30188	2	17262085	17262735	1		canonical	17	 Calcium-binding EF-hand family protein 	AT2G41410.1
DF135	AT4G09647.1	AT4G09647.1		NP_001031605.1	Q2V3K1	4	6096725	6097988	1		not observed		 S locus-related glycoprotein 1 (SLR1) binding pollen coat protein family 	AT4G09647.1
CDPKH	AT5G12180.1	AT5G12180.1		NP_196779.1	Q9FMP5	5	3937136	3939323	1		canonical	34	 calcium-dependent protein kinase 17 	AT5G12180.1
ALG12	AT1G02145.1	AT1G02145.1		NP_001077446.1	A8MR93	1	404627	408485	1		canonical	9	 homolog of asparagine-linked glycosylation 12 	AT1G02145.1
MOC2B	AT2G43760.1	AT2G43760.1		NP_001078051.1	O22827	2	18133276	18133872	1		canonical	25	 molybdopterin biosynthesis MoaE family protein 	AT2G43760.1
FD4L1	AT1G62190.1	AT1G62190.1		NP_176410.1	O04584	1	22980976	22981863	1		not observed		 Kua-ubiquitin conjugating enzyme hybrid localization domain-containing protein 	AT1G62190.1
WAXSA	AT1G34490.1	AT1G34490.1		NP_174708.1	Q3ED15	1	12609482	12610495	1		not observed		 MBOAT (membrane bound O-acyl transferase) family protein 	AT1G34490.1
C98A9	AT1G74550.1	AT1G74550.1		NP_177595.1	Q9CA60	1	28016086	28017549	1		canonical	22	 cytochrome P450%2C family 98%2C subfamily A%2C polypeptide 9 	AT1G74550.1
PP301	AT4G02750.1	AT4G02750.1		NP_192184.1	Q9SY02	4	1221116	1223461	1		canonical	15	 Tetratricopeptide repeat (TPR)-like superfamily protein 	AT4G02750.1
WOX8	AT5G45980.1	AT5G45980.1		NP_199410.2	Q6X7J5	5	18648921	18650698	1		not observed		 WUSCHEL related homeobox 8 	AT5G45980.1
RD19B	AT2G21430.1	AT2G21430.1		NP_565512.1	P43295	2	9171964	9173301	1		canonical	19	 Papain family cysteine protease 	AT2G21430.1
Q9FLM4	AT5G41050.1	AT5G41050.1		NP_568588.1	Q9FLM4	5	16433478	16434076	1		canonical	10	 Pollen Ole e 1 allergen and extensin family protein 	AT5G41050.1
OFT37	AT5G63390.1	AT5G63390.1		NP_201144.1	Q9FMW3	5	25390512	25392591	1		subsumed by AT5G35570.1	1	 O-fucosyltransferase family protein 	AT5G63390.1
Q8S8A7	AT2G04060.1	AT2G04060.1		NP_178493.1	Q8S8A7	2	1342137	1345164	1		subsumed by AT5G20710.1	1	 glycosyl hydrolase family 35 protein 	AT2G04060.1
O64531	AT1G79220.1	AT1G79220.1		NP_565202.1	O64531	1	29799227	29800426	1		canonical	6	 Mitochondrial transcription termination factor family protein 	AT1G79220.1
PP446	AT5G65570.1	AT5G65570.1		NP_201360.1	Q9LSL8	5	26203968	26206184	1		canonical	5	 Tetratricopeptide repeat (TPR)-like superfamily protein 	AT5G65570.1
Q9C9A5	AT1G71030.1	AT1G71030.1		NP_177259.1	Q9C9A5	1	26795383	26796226	1		not observed		 MYB-like 2 	AT1G71030.1
Y4116	AT4G01160.1	AT4G01160.1		NP_001328487.1	O04615	4	494976	497006	1		not observed		 BTB/POZ/Kelch-associated protein 	AT4G01160.1
RBCMT	AT1G14030.1	AT1G14030.1		NP_172856.1	Q9XI84	1	4805493	4807440	1		canonical	53	 Rubisco methyltransferase family protein 	AT1G14030.1
FB103	AT2G14500.1	AT2G14500.1		NP_179056.1	Q9ZQR2	2	6166936	6167979	1		not observed		 F-box family protein 	AT2G14500.1
F4JX42	AT5G47340.1	AT5G47340.1		NP_199545.2	F4JX42	5	19209507	19211134	1		subsumed by AT5G47330.1	3	 alpha/beta-Hydrolases superfamily protein 	AT5G47340.1
Q3E937	AT5G26190.1	AT5G26190.1		NP_197991.1	Q3E937	5	9153628	9155298	1		not observed		 Cysteine/Histidine-rich C1 domain family protein 	AT5G26190.1
VP281	AT4G21560.1	AT4G21560.1		NP_001320024.1	O65421	4	11469037	11469666	1		canonical	10	 vacuolar protein sorting-associated protein-like protein 	AT4G21560.1
F4HXK1	AT1G02575.1	AT1G02575.1		NP_001184891.1	F4HXK1	1	543153	543983	1		subsumed by PeptideAtlas_ATCG01050.1	1	 transmembrane protein 	AT1G02575.1
Q9S9M7	AT1G16080.1	AT1G16080.1		NP_563991.1	Q9S9M7	1	5514394	5515761	1		canonical	70	 nuclear protein 	AT1G16080.1
PPR26	AT1G09680.1	AT1G09680.1		NP_172439.1	O04491	1	3134107	3135930	1		canonical	5	 Pentatricopeptide repeat (PPR) superfamily protein 	AT1G09680.1
Q9SAH1	AT1G80890.1	AT1G80890.1		NP_178204.1	Q9SAH1	1	30397211	30397875	1		canonical	11	 GAG1At protein 	AT1G80890.1
P4H3	AT1G20270.1	AT1G20270.1		NP_564109.1	Q9LN20	1	7021383	7022923	1		canonical	18	 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein 	AT1G20270.1
VDAC2	AT5G67500.3	AT5G67500.3		NP_201551.1	Q9FJX3	5	26935223	26937123	1		canonical	165	 voltage dependent anion channel 2 	AT5G67500.3
RLP37	AT3G23110.1	AT3G23110.1		NP_188952.1	Q9LS80	3	8222364	8224871	1		canonical	3	 receptor like protein 37 	AT3G23110.1
Q9FGS7	AT5G50180.1	AT5G50180.1		NP_199829.1	Q9FGS7	5	20431116	20432883	1		canonical	15	 Protein kinase superfamily protein 	AT5G50180.1
SMC6B	AT5G61460.1	AT5G61460.1		NP_200954.1	Q9FII7	5	24714551	24721841	1		canonical	54	 P-loop containing nucleoside triphosphate hydrolases superfamily protein 	AT5G61460.1
Q9LZR4	AT5G03750.1	AT5G03750.1		NP_195995.1	Q9LZR4	5	984796	985497	1		not observed		 E3 ubiquitin-protein ligase 	AT5G03750.1
RLF2	AT1G23145.1	AT1G23145.1		NP_001077585.1	A8MQ92	1	8203962	8204255	1		weak	1	 RALF-like 2 	AT1G23145.1
GXM3	AT1G33800.1	AT1G33800.1		NP_564428.1	Q9LQ32	1	12261480	12262456	1		canonical	21	 glucuronoxylan 4-O-methyltransferase-like protein (DUF579) 	AT1G33800.1
Q2V355	AT5G22791.1	AT5G22791.1		NP_001031923.1	Q2V355	5	7603579	7604250	1		not observed		 F-box family protein 	AT5G22791.1
PIN1	AT2G18040.1	AT2G18040.1		NP_179395.1	Q9SL42	2	7842346	7843537	1		canonical	49	 peptidylprolyl cis/trans isomerase%2C NIMA-interacting 1 	AT2G18040.1
CPC	AT2G46410.1	AT2G46410.1		NP_182164.1	O22059	2	19049315	19050185	1		indistinguishable representative	1	 Homeodomain-like superfamily protein 	AT2G46410.1
RPS9M	AT3G49080.1	AT3G49080.1		NP_190477.2	Q8L6Z4	3	18194500	18196657	1		canonical	84	 Ribosomal protein S5 domain 2-like superfamily protein 	AT3G49080.1
Q3EB24	AT3G22415.1	AT3G22415.1		NP_974353.1	Q3EB24	3	7941337	7941540	1		not observed		 hypothetical protein 	AT3G22415.1
STGL3	AT1G50720.1	AT1G50720.1		NP_175487.1	Q9C6T5	1	18789180	18789644	1		canonical	3	 Stigma-specific Stig1 family protein 	AT1G50720.1
F4JZW7	AT5G35604.1	AT5G35604.1		NP_680339.1	F4JZW7	5	13788205	13789345	1		not observed		 myosin heavy chain-like protein 	AT5G35604.1
NDB4	AT2G20800.1	AT2G20800.1		NP_179673.1	Q9SKT7	2	8953252	8955699	1		canonical	61	 NAD(P)H dehydrogenase B4 	AT2G20800.1
MPK3	AT3G45640.1	AT3G45640.1		NP_190150.1	Q39023	3	16756918	16758476	1		canonical	55	 mitogen-activated protein kinase 3 	AT3G45640.1
SPHK2	AT4G21534.1	AT4G21534.1		NP_001190787.1	F2Y4A3	4	11456230	11458820	1		canonical	19	 Diacylglycerol kinase family protein 	AT4G21534.1
GATP	AT3G22200.1	AT3G22200.1		NP_001189947.1	Q94CE5	3	7835286	7838863	1		canonical	193	 Pyridoxal phosphate (PLP)-dependent transferases superfamily protein 	AT3G22200.1
SPH13	AT5G26050.1	AT5G26050.1		NP_197977.1	Q5XV33	5	9103395	9103877	1		not observed		 Plant self-incompatibility protein S1 family 	AT5G26050.1
DF108	AT2G41997.1	AT2G41997.1		NP_001078034.1	A8MQN0	2	17110828	17111207	1		not observed		 low-molecular-weight cysteine-rich 51 	AT2G41997.1
DF276	AT5G37474.1	AT5G37474.1		NP_001031977.1	Q2V328	5	14875186	14875527	1		weak	1	 Putative membrane lipoprotein 	AT5G37474.1
DEXH5	AT2G01130.1	AT2G01130.1		NP_178223.2	F4IM84	2	88847	94635	1		canonical	43	 DEA(D/H)-box RNA helicase family protein 	AT2G01130.1
B3H6J4	AT3G62528.1	AT3G62528.1		NP_001118892.1	B3H6J4	3	23131482	23131655	1		not observed		 hypothetical protein 	AT3G62528.1
PP136	AT1G80550.1	AT1G80550.1		NP_178170.1	Q9M8M3	1	30285358	30286704	1		canonical	8	 Pentatricopeptide repeat (PPR) superfamily protein 	AT1G80550.1
A0JPU2	AT1G52565.1	AT1G52565.1		NP_683424.2	A0JPU2	1	19580061	19580511	1		not observed		 cytochrome P450 family protein 	AT1G52565.1
Q949P5	AT3G17365.1	AT3G17365.1		NP_566574.1	Q949P5	3	5947144	5948766	1		canonical	20	 S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	AT3G17365.1
BH168	AT1G10586.1	AT1G10586.1		NP_001117258.1	Q9XIJ1	1	3497131	3499396	1		not observed		 basic helix-loop-helix (bHLH) DNA-binding superfamily protein 	AT1G10586.1
HEVL	AT3G04720.1	AT3G04720.1		NP_187123.1	P43082	3	1285691	1286531	1		canonical	28	 pathogenesis-related 4 	AT3G04720.1
UCRQ2	AT5G05370.1	AT5G05370.1		NP_196156.1	Q9FLB7	5	1590977	1591869	1		marginally distinguished	26	 Cytochrome b-c1 complex%2C subunit 8 protein 	AT5G05370.1
BCCIP	AT2G44510.1	AT2G44510.1		NP_566018.1	O64885	2	18377411	18379030	1		canonical	15	 CDK inhibitor P21 binding protein 	AT2G44510.1
Q9LTE7	AT5G52700.1	AT5G52700.1		NP_200082.1	Q9LTE7	5	21372820	21374195	1		canonical	2	 Copper transport protein family 	AT5G52700.1
CAR6	AT1G70800.1	AT1G70800.1		NP_177237.1	Q9S764	1	26702757	26703650	1		canonical	9	 Calcium-dependent lipid-binding (CaLB domain) family protein 	AT1G70800.1
Q8GXG9	AT1G44835.1	AT1G44835.1		NP_175105.2	Q8GXG9	1	16939909	16942337	1		canonical	39	 YbaK/aminoacyl-tRNA synthetase-associated domain-containing protein 	AT1G44835.1
A0A1P8B6H3	AT4G16920.2	AT4G16920.2		NP_001329037.1	A0A1P8B6H3	4	9519497	9525691	1		indistinguishable representative	28	 Disease resistance protein (TIR-NBS-LRR class) family 	AT4G16920.2
BBE14	AT1G34575.1	AT1G34575.1		NP_564449.1	F4HV09	1	12657149	12658732	1		canonical	23	 FAD-binding Berberine family protein 	AT1G34575.1
FHY1	AT2G37678.1	AT2G37678.1		NP_001078018.1	Q8S4Q6	2	15801689	15802696	1		canonical	2	 far-red elongated hypocotyl 1 	AT2G37678.1
DG783	AT3G47830.1	AT3G47830.1		NP_566893.1	F4JCQ3	3	17647069	17648346	1		canonical	7	 DNA glycosylase superfamily protein 	AT3G47830.1
FB89	AT1G77650.1	AT1G77650.1		NP_177888.1	Q9CAP3	1	29181110	29182261	1		not observed		 F-box associated ubiquitination effector family protein 	AT1G77650.1
MT4B	AT2G23240.1	AT2G23240.1		NP_179905.1	Q42377	2	9895995	9896325	1		canonical	12	 Plant EC metallothionein-like protein%2C family 15 	AT2G23240.1
O80481	AT1G09260.1	AT1G09260.1		NP_172397.1	O80481	1	2993404	2993820	1		not observed		 Chaperone DnaJ-domain superfamily protein 	AT1G09260.1
F4IW42	AT2G45250.1	AT2G45250.1		NP_182050.2	F4IW42	2	18661464	18662550	1		canonical	10	 integral membrane hemolysin-III-like protein 	AT2G45250.1
RS232	AT5G02960.1	AT5G02960.1		NP_195916.1	P49201	5	693280	694396	1		canonical	75	 Ribosomal protein S12/S23 family protein 	AT5G02960.1
RHM1	AT1G78570.1	AT1G78570.1		NP_177978.1	Q9SYM5	1	29550110	29552207	1		canonical	203	 rhamnose biosynthesis 1 	AT1G78570.1
AB28G	AT5G60740.1	AT5G60740.1		NP_200882.4	Q9FF46	5	24425824	24430269	1		canonical	42	 ABC transporter family protein 	AT5G60740.1
PABP3	AT1G22760.1	AT1G22760.1		NP_173690.1	O64380	1	8055599	8058799	1		canonical	62	 poly(A) binding protein 3 	AT1G22760.1
C3H61	AT5G44260.1	AT5G44260.1		NP_199239.1	Q9FKW2	5	17829974	17831119	1		canonical	5	 Zinc finger C-x8-C-x5-C-x3-H type family protein 	AT5G44260.1
PSK5	AT5G65870.1	AT5G65870.1		NP_201388.1	Q9FEB4	5	26351593	26352055	1		weak	1	 phytosulfokine 5 precursor 	AT5G65870.1
Q9FYE0	AT5G04210.1	AT5G04210.1		NP_196041.1	Q9FYE0	5	1155055	1155724	1		not observed		 CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein 	AT5G04210.1
EIL5	AT5G65100.1	AT5G65100.1		NP_201315.1	Q9FJQ5	5	26006835	26008508	1		canonical	4	 Ethylene insensitive 3 family protein 	AT5G65100.1
A0A1P8B762	AT4G23373.1	AT4G23373.1		NP_001329263.1	A0A1P8B762	4	12211625	12213435	1		not observed		 carboxyl-terminal peptidase 	AT4G23373.1
O64840	AT2G26320.1	AT2G26320.1		NP_180200.1	O64840	2	11205389	11206287	1		not observed		 AGAMOUS-like 33 	AT2G26320.1
SYSC	AT5G27470.1	AT5G27470.1		NP_198099.1	Q39230	5	9695087	9697154	1		canonical	131	 seryl-tRNA synthetase / serine-tRNA ligase 	AT5G27470.1
SCE1	AT3G57870.1	AT3G57870.1		NP_191346.1	Q42551	3	21428831	21430110	1		canonical	26	 sumo conjugation enzyme 1 	AT3G57870.1
F4JPL6	AT4G36100.1	AT4G36100.1		NP_567996.1	F4JPL6	4	17082579	17083343	1		subsumed by AT2G45260.1	8	 Sec1/munc18-like (SM) proteins superfamily 	AT4G36100.1
Q0WUB8	AT4G17900.1	AT4G17900.1		NP_193524.2	Q0WUB8	4	9946046	9947697	1		canonical	6	 PLATZ transcription factor family protein 	AT4G17900.1
Q9CAJ2	AT1G72800.1	AT1G72800.1		NP_565046.1	Q9CAJ2	1	27397266	27398273	1		canonical	12	 RNA-binding (RRM/RBD/RNP motifs) family protein 	AT1G72800.1
PX11C	AT1G01820.1	AT1G01820.1		NP_563636.1	Q9LQ73	1	296213	297723	1		canonical	21	 peroxin 11c 	AT1G01820.1
Q9SGR4	AT1G76190.1	AT1G76190.1		NP_177746.1	Q9SGR4	1	28592225	28592596	1		not observed		 SAUR-like auxin-responsive protein family 	AT1G76190.1
Q9LXV9	AT3G44020.1	AT3G44020.1		NP_189988.1	Q9LXV9	3	15801382	15802561	1		canonical	5	 thylakoid lumenal P17.1 protein 	AT3G44020.1
Q6NKQ6	AT3G16220.1	AT3G16220.1		NP_188243.2	Q6NKQ6	3	5497713	5499068	1		canonical	17	 Putative eukaryotic LigT 	AT3G16220.1
Q8LAF3	AT3G02460.1	AT3G02460.1		NP_566172.1	Q8LAF3	3	506110	508092	1		canonical	4	 Ypt/Rab-GAP domain of gyp1p superfamily protein 	AT3G02460.1
Q9C7W1	AT1G64370.1	AT1G64370.1		NP_564833.1	Q9C7W1	1	23888967	23889503	1		canonical	23	 filaggrin-like protein 	AT1G64370.1
Q9SJ31	AT2G05310.1	AT2G05310.1		NP_565324.1	Q9SJ31	2	1933391	1934145	1		marginally distinguished	10	 transmembrane protein 	AT2G05310.1
Q9ZVV4	AT1G55570.1	AT1G55570.1		NP_175953.1	Q9ZVV4	1	20757882	20759771	1		canonical	117	 SKU5 similar 12 	AT1G55570.1
COX6A	AT4G37830.1	AT4G37830.1		NP_195496.1	Q9T070	4	17787672	17788762	1		canonical	36	 cytochrome c oxidase-like protein 	AT4G37830.1
A0A178VGS0	AT3G13420.3	AT3G13420.3		NP_001327507.1	A0A178VGS0	3	4364723	4366306	1		canonical	9	 transmembrane protein 	AT3G13420.3
Q8GWH4	AT1G05785.1	AT1G05785.1		NP_001320874.1	Q8GWH4	1	1730981	1732406	1		weak	2	 Got1/Sft2-like vescicle transport protein family 	AT1G05785.1
PP321	AT4G18840.1	AT4G18840.1		NP_001319988.1	O49399	4	10338719	10340356	1		canonical	8	 Pentatricopeptide repeat (PPR-like) superfamily protein 	AT4G18840.1
Y2296	AT2G42960.1	AT2G42960.1		NP_001318408.1	Q9SJG2	2	17868597	17870630	1		canonical	20	 Protein kinase superfamily protein 	AT2G42960.1
JAL34	AT3G16460.1	AT3G16460.1		NP_188267.1	O04310	3	5593029	5595522	1		canonical	377	 Mannose-binding lectin superfamily protein 	AT3G16460.1
NIPL1	AT5G66070.1	AT5G66070.1		NP_001332466.1	Q9FKX5	5	26421923	26423033	1		not observed		 RING/U-box superfamily protein 	AT5G66070.1
PSB5B	AT3G26340.1	AT3G26340.1		NP_189265.1	Q9LIP2	3	9650600	9652572	1		canonical	119	 N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein 	AT3G26340.1
PP340	AT4G28010.1	AT4G28010.1		NP_194530.1	Q9SUD8	4	13930379	13932493	1		canonical	37	 Tetratricopeptide repeat (TPR)-like superfamily protein 	AT4G28010.1
Q84WI4	AT5G43670.1	AT5G43670.1		NP_568626.1	Q84WI4	5	17539025	17541733	1		canonical	27	 Sec23/Sec24 protein transport family protein 	AT5G43670.1
RH24	AT2G47330.1	AT2G47330.1		NP_566099.1	O22907	2	19429083	19431617	1		canonical	73	 P-loop containing nucleoside triphosphate hydrolases superfamily protein 	AT2G47330.1
DTX8	AT1G66780.1	AT1G66780.1		NP_176850.2	F4HQ05	1	24909213	24911485	1		not observed		 MATE efflux family protein 	AT1G66780.1
STEP1	AT4G34190.1	AT4G34190.1		NP_567958.1	Q9M7I9	4	16372606	16373511	1		weak	1	 stress enhanced protein 1 	AT4G34190.1
NAT9	AT5G25420.1	AT5G25420.1		NP_197924.1	Q3E956	5	8838417	8841775	1		not observed		 Xanthine/uracil/vitamin C permease 	AT5G25420.1
FTZ21	AT2G36250.1	AT2G36250.1		NP_001323530.1	O82533	2	15197661	15199932	1		canonical	60	 Tubulin/FtsZ family protein 	AT2G36250.1
Q8GYH0	AT1G11940.1	AT1G11940.1		NP_172658.2	Q8GYH0	1	4031768	4033946	1		canonical	18	 Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein 	AT1G11940.1
Q1G3G9	AT5G41761.1	AT5G41761.1		NP_001119353.1	Q1G3G9	5	16711437	16711742	1		canonical	5	 hypothetical protein 	AT5G41761.1
A0A2H1ZE35	AT2G31957.1	AT2G31957.1		NP_001318330.1	A0A2H1ZE35	2	13587709	13588187	1		not observed		 low-molecular-weight cysteine-rich 75 	AT2G31957.1
SOT11	AT2G03750.1	AT2G03750.1		NP_565305.1	Q8RV79	2	1147968	1149023	1		canonical	31	 P-loop containing nucleoside triphosphate hydrolases superfamily protein 	AT2G03750.1
Q6NQH1	AT1G70350.1	AT1G70350.1		NP_177192.2	Q6NQH1	1	26507341	26508262	1		not observed		 hypothetical protein 	AT1G70350.1
F4JEA6	AT3G61480.1	AT3G61480.1		NP_001319814.1	F4JEA6	3	22749984	22756476	1		canonical	57	 Quinoprotein amine dehydrogenase%2C beta chain-like%3B RIC1-like guanyl-nucleotide exchange factor 	AT3G61480.1
BSL1	AT4G03080.1	AT4G03080.1		NP_192217.2	Q8L7U5	4	1359935	1365166	1		canonical	88	 BRI1 suppressor 1 (BSU1)-like 1 	AT4G03080.1
HIS4	AT4G26900.1	AT4G26900.1		NP_194420.1	Q9SZ30	4	13515514	13519608	1		canonical	97	 HIS HF 	AT4G26900.1
ERLI1	AT4G12480.1	AT4G12480.1		NP_192985.1	Q39176	4	7406371	7406877	1		canonical	6	 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein 	AT4G12480.1
TI232	AT1G72750.1	AT1G72750.1		NP_177419.1	Q38820	1	27383577	27384143	1		canonical	22	 translocase inner membrane subunit 23-2 	AT1G72750.1
PIA2	AT5G61230.1	AT5G61230.1		NP_200931.1	Q9FNP4	5	24628254	24628778	1		not observed		 Ankyrin repeat family protein 	AT5G61230.1
Q8LC40	AT3G05810.1	AT3G05810.1		NP_001327733.1	Q8LC40	3	1731259	1732321	1		canonical	6	 IGR motif protein 	AT3G05810.1
Q9ZUY4	AT2G27830.1	AT2G27830.1		NP_565660.1	Q9ZUY4	2	11860734	11861306	1		canonical	7	 hypothetical protein 	AT2G27830.1
F4HR83	AT1G33500.1	AT1G33500.1		NP_174616.2	F4HR83	1	12152774	12154680	1		canonical	3	 tropomyosin 	AT1G33500.1
F4HTV1	AT1G74150.1	AT1G74150.1		NP_177555.3	F4HTV1	1	27880528	27883626	1		canonical	26	 Galactose oxidase/kelch repeat superfamily protein 	AT1G74150.1
STP4	AT3G19930.1	AT3G19930.1		NP_001326818.1	Q39228	3	6935048	6936841	1		canonical	27	 sugar transporter 4 	AT3G19930.1
AFP2	AT1G13740.1	AT1G13740.1		NP_563933.1	Q9LMX5	1	4713969	4715158	1		canonical	11	 ABI five binding protein 2 	AT1G13740.1
APT4	AT4G12440.2	AT4G12440.2		NP_001319911.1	Q9SU38	4	7376268	7380120	1		canonical	11	 adenine phosphoribosyl transferase 4 	AT4G12440.2
P2C58	AT4G28400.1	AT4G28400.1		NP_567808.1	Q93YW5	4	14048499	14050118	1		canonical	40	 Protein phosphatase 2C family protein 	AT4G28400.1
Q8H0Z9	AT5G13090.1	AT5G13090.1		NP_568285.1	Q8H0Z9	5	4153758	4154567	1		canonical	2	 hypothetical protein 	AT5G13090.1
AGC15	AT3G12690.1	AT3G12690.1		NP_187875.1	Q9LTW5	3	4030596	4032400	1		canonical	35	 AGC kinase 1.5 	AT3G12690.1
FACR7	AT5G22420.1	AT5G22420.1		NP_197634.1	Q9FMQ9	5	7429903	7432586	1		not observed		 fatty acid reductase 7 	AT5G22420.1
F4HP91	AT1G26530.1	AT1G26530.1		NP_173975.4	F4HP91	1	9165890	9167298	1		subsumed by AT2G46230.1	11	 PIN domain-like family protein 	AT1G26530.1
Q9C6J6	AT1G50830.1	AT1G50830.1		NP_175497.1	Q9C6J6	1	18835559	18837865	1		canonical	9	 Aminotransferase-like%2C plant mobile domain family protein 	AT1G50830.1
FB298	AT5G62510.1	AT5G62510.1		NP_201057.1	Q9FJJ4	5	25095373	25096635	1		not observed		 F-box family protein 	AT5G62510.1
HEM11	AT1G58290.1	AT1G58290.1		NP_176125.1	P42804	1	21624028	21626051	1		canonical	53	 Glutamyl-tRNA reductase family protein 	AT1G58290.1
MA651	AT5G55230.1	AT5G55230.1		NP_001332196.1	Q9FLP0	5	22402716	22405182	1		canonical	112	 microtubule-associated proteins 65-1 	AT5G55230.1
Q9MAG4	AT1G53380.1	AT1G53380.1		NP_001031180.1	Q9MAG4	1	19913341	19914702	1		canonical	5	 hypothetical protein (DUF641) 	AT1G53380.1
F4JLL4	AT4G10220.1	AT4G10220.1		NP_192760.2	F4JLL4	4	6362189	6365079	1		canonical	3	 NEP-interacting protein%2C putative (DUF239) 	AT4G10220.1
KN7J	AT5G42490.1	AT5G42490.1		NP_199064.1	Q9FIG8	5	16988609	16992622	1		canonical	19	 ATP binding microtubule motor family protein 	AT5G42490.1
F4J925	AT3G31950.1	AT3G31950.1		NP_189737.1	F4J925	3	12950113	12952593	1		not observed		 nucleic acid-binding/zinc ion-binding protein 	AT3G31950.1
PP263	AT3G42630.1	AT3G42630.1		NP_566863.2	Q9M2A1	3	14722314	14723635	1		weak	1	 Pentatricopeptide repeat (PPR) superfamily protein 	AT3G42630.1
Q940K1	AT5G18490.1	AT5G18490.1		NP_197350.1	Q940K1	5	6134275	6136554	1		canonical	9	 vacuolar sorting-associated protein (DUF946) 	AT5G18490.1
Q9LZU7	AT3G45830.1	AT3G45830.1		NP_001319691.1	Q9LZU7	3	16841277	16845173	1		canonical	85	 nuclear factor kappa-B-binding-like protein 	AT3G45830.1
GRDP1	AT2G22660.2	AT2G22660.2		NP_001031396.1	Q9ZQ47	2	9627737	9630840	1		canonical	65	 DNA-binding protein%2C putative (duplicated DUF1399) 	AT2G22660.2
U89A2	AT5G03490.1	AT5G03490.1		NP_195969.1	Q9LZD8	5	871550	872947	1		canonical	21	 UDP-Glycosyltransferase superfamily protein 	AT5G03490.1
GLYM2	AT5G26780.1	AT5G26780.1		NP_001331385.1	Q94C74	5	9418299	9421725	1		canonical	221	 serine hydroxymethyltransferase 2 	AT5G26780.1
SH3P3	AT4G18060.1	AT4G18060.1		NP_193540.3	Q8L7W0	4	10027668	10029662	1		canonical	38	 SH3 domain-containing protein 	AT4G18060.1
PHL22	AT5G52990.1	AT5G52990.1		NP_200111.1	Q9LVV3	5	21484188	21485006	1		canonical	8	 SNARE-like superfamily protein 	AT5G52990.1
STR8	AT1G17850.2	AT1G17850.2		NP_001185025.1	F4I933	1	6146470	6148820	1		canonical	26	 Rhodanese/Cell cycle control phosphatase superfamily protein 	AT1G17850.2
SCP26	AT2G35780.1	AT2G35780.1		NP_181121.1	Q9ZQQ0	2	15037733	15040104	1		canonical	54	 serine carboxypeptidase-like 26 	AT2G35780.1
Q9M102	AT4G04730.1	AT4G04730.1		NP_192382.1	Q9M102	4	2401927	2402349	1		not observed		 Ta11-like non-LTR retrotransposon 	AT4G04730.1
O82241	AT2G47720.1	AT2G47720.1		NP_182294.1	O82241	2	19556624	19557139	1		not observed		 hypothetical protein 	AT2G47720.1
Q9C572	AT5G22160.1	AT5G22160.1		NP_680202.1	Q9C572	5	7346944	7349255	1		not observed		 transmembrane protein 	AT5G22160.1
SAT5	AT5G56760.1	AT5G56760.1		NP_200487.1	Q42538	5	22961498	22962582	1		canonical	22	 serine acetyltransferase 1%3B1 	AT5G56760.1
